Data,Label
"b""To investigate the correspondence between readiness for behaviour change in general and readiness for alcohol related help-seeking in particular. A related aim was to examine how, if at all, measures of dependence severity, use, and consequences were related to a composite measure depicting agreements and disagreements between general change readiness and help-seeking readiness. Methods: Non-treatment seeking alcohol-dependent patients, numbering 549, from general hospitals in Germany were interviewed. Results: When taking into account both dimensions of motivation, findings indicate 42% of the subjects were characterized by different motivation levels regarding readiness for change and readiness for help-seeking. Higher help-seeking readiness was associated with higher alcohol problem severity. Readiness to change was not affected by alcohol problem severity. Conclusions: Findings underscore the need to evaluate both motivational constructs in determining clients' need and receptivity to formal help.\r\n\r\n""",0
"b'Streptococcus oralis is the agent of a large number of infections in immunocompromised patients, but little is known regarding the mechanisms by which this fermentative organism proliferates in vivo. Glycoproteins are widespread within the circulation and host tissues, and could provide a source of fermentable carbohydrate for the growth of those pathogenic organisms with the capacity to release monosaccharides from glycans via the production of specific glycosidases. The ability of acute phase serum [alpha]1-acid glycoprotein to support growth of S.oralis in vitro has been examined as a model for growth of this organism on N-linked glycoproteins. Growth was accompanied by the production of a range of glycosidases (sialidase, N-acetyl-[beta]-d-glucosaminidase, and [beta]-d-galactosidase) as measured using the 4-methylumbelliferone-linked substrates. The residual glycoprotein glycans remaining during growth of this organism were released by treatment with hydrazine and their analysis by HPAEC-PAD and MALDI demonstrated extensive degradation of all glycan chains with only terminal N-acetylglucosamine residues attached to asparagines of the protein backbone remaining when growth was complete. Monosaccharides were released sequentially from the glycans by S.oralis glycosidases in the order sialic acid, galactose, fucose, nonterminal N-acetylglucosamine, and mannose due to the actions of exo-glycosidic activities, including mannosidases which have not previously been reported for S.oralis. All released monosaccharides were metabolized during growth with the exception of fucose which remained free in culture supernatants. Direct release of oligosaccharides was not observed, indicating the absence of endo-glycosidases in S.oralis. We propose that this mechanism of deglycosylation of host glycoproteins and the subsequent utilization of released monosaccharides is important in the survival and persistence of this and other pathogenic bacteria in vivo.'",2
"b'Cross-linking of the IgM antigen receptor on an immature B cell lymphoma (BKS-2) induces growth arrest and apoptosis. This is accompanied by down-regulation of the immediate early genes, egr-1 and c-myc, and a reduction in NF-{kappa}B activity. Anti-IgM-induced growth arrest and apoptosis of this murine B cell lymphoma were prevented by oligodeoxynucleotides (ODN) containing the CpG motif, which are also known to be stimulatory for mature and immature B cells. The CpG but not non-CpG ODN rescued BKS-2 cells from anti-IgM-mediated growth inhibition by up-regulation of egr-1 and c-myc expression as well as by restoring NF-{kappa}B activity. Interestingly, changes in egr-1 expression occurred more rapidly than in c-myc expression. Also the c-myc levels remained high up to 6 h after addition of the anti-IgM, which was also the time until which the addition of CpG could be delayed without affecting its ability to provide complete protection. This CpG-induced rescue of B lymphoma cells was blocked by antisense egr-1 ODN, suggesting that the expression of egr-1 is important for the effects of CpG ODN on the growth and survival of BKS-2 cells.'",4
"b'This morphometric study examined two aspects of corpus callosum development: pediatric cortico-callosal topography and developmental neuroplasticity subsequent to perinatal brain injury. In vivo magnetic resonance imaging was used to quantify the total midsagittal cross-sectional area and five anterioposterior subregions of the callosum in 10 children with focal lesions and 86 healthy volunteer control subjects. Nine of the ten children with early injury showed a reduction in the total area of the callosum relative to matched controls. The area of the total callosum cross-section was inversely proportional to the size of lesion. All patients displayed region-specific size reduction. This regional thinning bore a topographical relationship to the lesion sites. Reduction in anterior subregions 1, 2 and 3 was respectively associated with lesions in the anterior inferior frontal area, the middle and superior frontal region, and the precentral area. Attenuation of subregion 4 corresponded to anterior parietal lesions, and thinning of subregion 5 occurred with posterior parietal injury. This cortical-callosal pattern coincides with adult and nonhuman primate mappings. Callosal thinning despite the early onset of the lesions suggests limits to developmental neuroplasticity.'",1
"b'Three distinct bone marrow (BM)-derived dendritic cells (BMDC) were expanded from BALB/c BM cells by culture with (i) granulocyte macrophage colony stimulating factor (GM-CSF) plus IL-3, (ii) GM-CSF, IL-3 plus Th1-biasing cytokines (IL-12 and IFN-{gamma}) or (iii) GM-CSF, IL-3 plus Th2-biasing cytokines (IL-4). All of these cells expressed the DC-specific marker CD11c, and were designated as BMDC0, BMDC1 and BMDC2 cells respectively. BMDC1 cells exhibited superior T cell-stimulating activity in allogeneic mixed lymphocyte culture (MLC), while BMDC2 showed inferior stimulating activity. Specifically, BMDC1, as compared with BMDC2, induced a higher frequency of IFN-{gamma}-producing CD8+ T cells in MLC. Moreover, BMDC1, but not BMDC2, were strong inducers of H-2d-specific cytotoxic T lymphocytes (CTL) in MLC. BMDC0 always showed intermediate stimulatory activity; however, when BMDC0 were cultured with IFN-{gamma}, they differentiated into BMDC1-like stimulator cells concomitant with the up-regulation of both MHC antigens and co-stimulatory molecules. In contrast, BMDC2 were refractory to differentiation into superior stimulator cells by treatment with IFN-{gamma}, although this treatment enhanced MHC expression. These findings indicate that Th1- and Th2-biasing cytokines, in addition to their effect on Th cell differentiation, may play a critical role in the functional skewing of DC. These findings have important implications for the development of DC-based immunotherapies.\r\n\r\n'",4
"b'The findings of Truelsen and colleagues1 confirm earlier reports of the inverse association of lung function with risk of both fatal and non-fatal stroke.2,3 Is a link between markers of abnormal vascular biology and airway function surprising? The relationship is attenuated when adjustment is made for other potential confounders, particularly age, sex and smoking. This shows that much of the relationship is explained by these factors. While there remains a possibility that residual confounding, due to imprecise measurement of lifetime tobacco exposure, is a sufficient explanation for the findings, among those who have never smoked, a relationship between low forced expiratory volume in one second (FEV1) and cardiovascular disease is still seen.4,5 Sick people tend to have low FEV1, in part because of the muscle weakness associated with the cachexia of illness and old age, and in part because of inability to make a maximal expiratory effort. Analysis of the FEV1-stroke relationship comparing FEV1-stroke associations for strokes occurring within 5 years of measurement of lung function and for those occurring subsequently might detect a potential ill-health bias.\r\n\r\nTraditionally FEV1 is adjusted for height (as taller people have bigger lungs), but this adjustment hides the independent association between adult height and stroke.6 It would be preferable to examine FEV1-stroke relationships making progressive adjustment for age, smoking and height rather than using an adjusted FEV1 as the exposure variable, as has been done recently.7 As height is composed of trunk and leg lengths, it is likely that height may have an effect on risk of stroke by two mechanisms\x97as an easier and more accurate measure of lung volume (i.e. a proxy for FEV1) and as an indirect measure of leg length. Leg length is a marker of childhood nutritional status and growth and has been shown to correlate closely with risk of cardiovascular disease in adult life.8\r\n\r\nThe maternal-fetal environment determines susceptibility to reduced FEV1, asthma, chronic obstructive pulmonary disease, diabetes mellitus, obesity, hypertension, and atherosclerosis in later life.9\x9614 Hence, the link between FEV1 and vascular pathology may reflect common early life determinants. It is now important to establish the underlying mechanisms that are responsible and discover how they operate throughout the life course. Truelsen and colleagues propose that increased susceptibility to infections found in individuals with reduced lung function results in raised blood viscosity which increases the risk of vascular occlusion and consequently, stroke. Pelkonen and colleagues suggest that the mechanism is hypoxaemia resulting from airway obstruction due to repeated inflammation.4 Both these hypotheses seems inadequate to explain the graded relationship seen in this and other studies. Haematocrit, blood viscosity and hypoxaemia only increase at very low levels of FEV1 and it is likely that infections would be no more or less likely among people in the mid-range and bottom of the FEV1 distribution. Furthermore, as both reduced FEV1 and vascular disease develop over many decades, either may precede the other, making attribution of causality difficult. Therefore hypotheses, also suggested by other workers,15 that reduced lung function is a stimulant of pathogenetic mechanisms in different organ systems seem improbable.\r\n\r\nIt is known that FEV1 is associated with carotid artery intimal-medial thickness16 and it is possible that FEV1 is acting as a marker for smooth muscle hyperplasia and an increased likelihood of developing carotid plaques. Abnormalities of shared underlying mechanisms controlling the balanced interactions between cells and the extracellular matrix in the blood vessels and airways should therefore be considered. Previously, within the same population sample, Lange and colleagues have shown an inverse association between plasma glucose and FEV1.17 Furthermore, in the Normative Aging Study, a negative correlation was found between FEV1 and fasting insulin and the fasting insulin resistance index.18 Raised glucose, raised insulin and insulin resistance are risk factors for increased cardiovascular morbidity and mortality and are regulated by the growth hormone/insulin-like growth factor-1 (GH/IGF-1) axis.19,20 Hence, in the development of vascular and airways disease, altered activity of the GH/IGF-1 axis at different stages of the life course may be relevant.\r\n\r\nAdvanced glycation end-products (AGE) could also be a plausible part of this conundrum. Advanced glycation end-products accumulate on long-lived extracellular matrix proteins and have been implicated in diabetic and non-diabetic atherosclerotic complications21 and are considered contributory to reduced FEV1 found in diabetics and in relation to ageing.22 In arterial sections taken at the time of coronary artery by-pass in euglycaemic normolipidaemic individuals, using immunoassays, levels of serum AGE-modified lipoproteins were found to correlate with arterial tissue AGE and atherosclerosis.23 Advanced glycation end-products can mediate upregulation of different growth factors such as the IGF and transforming growth factor-beta (TGF-beta) through a receptor-mediated mechanism.24 Insulin-like growth factors and TGF-beta have been identified in asthmatic airways and can stimulate pro-collagen production, fibroblast proliferation, and possibly subepithelial fibrosis that will eventually result in lung function impairment.25,26 Insulin, glucose, IGF and their binding proteins are growth promoters for arterial cells and act together in stimulating smooth muscle migration and proliferation implicated in the development of experimental atherosclerotic lesions.27,28\r\n\r\nFuture work should explore the role of glucose, insulin, growth factors such as GH/IGF and TGF-beta and AGE as components in causal pathways responsible for health-disease links between blood vessels and airways. With this population sample and others, examination of the rate of decline in FEV1 and stroke would be particularly informative. If relationships between stroke are stronger with rate of decline than with baseline levels, this would suggest that the mechanisms responsible operate in adult life. It would also be useful to examine familial aggregation of markers of atheroma, stroke, myocardial infarction and reduced FEV1 since this may indicate an additional genetic influence.'",3
"b'Most human adults carry the Epstein\x96Barr virus (EBV) and develop immunological memory against the structural and the virus-encoded cellular proteins. The EBV nuclear antigen 6 (EBNA6) elicits cytotoxic T cell responses and it also maintains a persistent antibody response. The majority of sera from EBV-seropositive individuals reacts with a synthetic peptide, p63, comprising 21 amino acids of a repetitive region of EBNA6. CD4+ T lymphocytes, with specificity for p63, could be recalled from the T cell repertoire of EBV carriers that expressed certain HLA-DR allotypes which were identified as good binders of p63 by an in vitro flow cytometric assay. Analysis of the HLA-DR/p63 interaction by molecular mechanics calculations indicated the presence of multiple overlapping epitopes which were predicted to bind in a HLA-DRB1 allo- and subtype-specific manner. Specific activation of p63-selected long-term CD4+ T cell cultures resulted in a proliferative response, in the production of IL-2 and in the secretion of high levels of tumor necrosis factor as measured by bioassays. Proliferation and cytokine production of p63-specific T cells could be induced by p63-loaded HLA-DR-matched antigen-presenting cells and by B cells co-expressing relevant HLA-DR molecules and EBNA6. Our results show that peptides of an EBNA6 repeat region induce CD4+ T cells which can react with EBNA6-carrying cells in many individuals. We suggest that these Th cells may be important in conditioning dendritic cells for initiation potent virus-specific immune responses, provide help for EBV-specific B cells, drive IgG isotype switch and support the sustained effector function of memory cytotoxic T lymphocytes.'",4
"b'Background Examining life expectancy and general mortality rates, the health of the population of Geneva can be described as one of the best in the world. However, in some areas Geneva fares worse than the rest of Switzerland or Europe. To re-appraise the current health priorities of the Genevan population, we analysed the relative importance of specific diseases and injuries calculating DALYs.\r\n\r\nMethods We followed the procedures developed for the Global Burden of Disease (GBD) study to ensure comparability. Some adaptations were made for mortality coding. Disability was estimated based on data for countries classified as Established Market Economies (EME) in the GBD study.\r\n\r\nResults Non-communicable diseases accounted for 79% of the disability adjusted life years (DALY), injuries represented 12%, and communicable diseases and other disorders 9%. Ischaemic heart disease was the largest single contributor to DALY, followed by unipolar major depression. Neuropsychiatric disorders and mental health accounted for more than 23% of DALY.\r\n\r\nConclusions Some of the most important problems identified\x97depression, osteoarthritis and alcohol abuse\x97would have been overlooked in an analysis based solely on mortality data. The most striking finding is the importance of mental health problems. The main limitation is the lack of morbidity data for Geneva.'",3
"b'Intestinal intraepithelial lymphocytes (i-IEL) of aged rats comprise CD4+CD8{alpha}{alpha}+ and CD4\x96CD8{alpha}{alpha}+ T cells expressing TCR {alpha}\xdf. In the present study, we compared characteristics between CD4+CD8{alpha}{alpha}+ and CD4\x96CD8{alpha}{alpha}+ i-IEL, which were purified by a cell sorter from the i-IEL of 6-month-old Lewis rats. Most of the CD4+CD8{alpha}{alpha}+ i-IEL were of the CD44high phenotype, while CD4\x96CD8{alpha}{alpha}+ i-IEL were CD44low. V\xdf usage in the CD4\x96CD8{alpha}{alpha}+ i-IEL was much diversified, while CD4+CD8{alpha}{alpha}+ i-IEL showed a skewed V\xdf repertoire. The CD4+CD8{alpha}{alpha}+ i-IEL but not the CD4\x96CD8{alpha}{alpha}+ i-IEL proliferated in response to syngeneic spleen cells, which was partially inhibited by addition of anti-MHC class I mAb. The CD4+CD8{alpha}{alpha}+ i-IEL produced IFN-{gamma} and IL-2 but no IL-4 or transforming growth factor (TGF)-\xdf in response to syngeneic spleen cells, while CD4\x96CD8{alpha}{alpha}+ i-IEL produced abundant levels of TGF-\xdf but no IL-2, IFN-{gamma} or IL-4. CD4+CD8{alpha}{alpha}+ i-IEL proliferated in response to exogenous IL-2 but not to IL-15, while CD4\x96CD8{alpha}{alpha}+ i-IEL could respond to IL-15 as well as IL-2. These results suggest that a significant fraction of CD4+CD8{alpha}{alpha}+ i-IEL belongs to Th1-type T cells capable of responding to self-MHC class I, while CD4\x96CD8{alpha}{alpha}+ i-IEL are a unique population with a diversified V\xdf repertoire that respond to IL-15 in rats.'",4
"b'In this study we used a modified double-label deoxyglucose procedure to investigate attention-dependent modulations of deoxyglucose uptake at the earliest stages of the macaque visual system. Specifically, we compared activity levels evoked during two tasks with essentially identical visual stimulation requiring different attentional demands. During a featural-attention task, the subjects had to discriminate the orientation of a grating; during a control spatial-attention task, they had to localize the position of a target point. Comparison of the resulting activity maps revealed attention-dependent changes in metabolic activity in portions of the magnocellular layers of the lateral geniculate nucleus, and the magnocellular-recipient layers 4C{alpha} and 4B of the striate cortex. In these early stages of the visual system, attention to the orientation of the grating suppressed the metabolic activity in a retinotopically specific band peripheral to the representation of the stimulus. These results favor an early selection model of attention. After a thalamic attention-dependent gating mechanism, irrelevant visual information outside the focus of attention may be suppressed at the level of the striate cortex, which would then result in an increased signal-to-noise ratio for the processing of the attended feature in higher-tier, less retinotopically organized, extrastriate visual areas.\r\n\r\n'",1
"b'Fetal and lactational exposure to alcohol can induce impairments to the immune system and lead to decreased resistance to certain infectious agents. Morphometric procedures were used to quantify changes induced by maternal ethanol consumption in the gut-associated lymphoid tissue of rat pups. Rats were pair-fed with ethanol-containing or isocaloric control liquid diets formulated for pregnant and lactating animals from day 1 of pregnancy and throughout the lactation periods. Pups were weaned and placed on control liquid diet on post-natal day 21. Intraepithelial and lamina propria lymphocytes and macrophages were evaluated on post-natal days 14, 18, and 25. Lower thymus weights were observed in the ethanol-exposed pups on post-natal days 14 and 18 and lower total thymocyte counts on post-natal day 14. On post-natal day 14, T cells, T cytotoxic cells, IgA plasma cells, and macrophages were decreased in the ileal epithelial and lamina propria areas in the ethanol-exposed, compared to the pair-fed, pups. No differences for any of the above cell counts were found in the jejunum on post-natal day 14. On post-natal day 18, macrophages were still decreased in the ileum in the ethanol-treated pups, compared to pair-fed animals. No differences were found in T cells, T cytotoxic cells, and IgA lymphocytes between groups in either the jejunum or ileum on post-natal days 18 and 25. This study suggests that fetal and lactational exposure to ethanol has some effects on the development or influx of intraepithelial and lamina propria leukocytes and that the changes are most pronounced in early neonatal life.'",0
"b'An in vivo preparation has been developed to study the mechanisms underlying spontaneous sleep oscillations. Dual and triple simultaneous intracellular recordings were made from neurons in small isolated cortical slabs (10 mm x 6 mm) in anesthetized cats. Spontaneously occurring slow sleep oscillations, present in the adjacent intact cortex, were absent in small slabs. However, the isolated slabs displayed brief active periods separated by long periods of silence, up to 60 s in duration. During these silent periods, 60% of neurons showed non-linear amplification of low-amplitude depolarizing activity. Nearly 40% of the cells, twice as many as in intact cortex, were classified as intrinsically bursting. In cortical network models based on Hodgkin\x96Huxley-like neurons, the summation of simulated spontaneous miniature excitatory postsynaptic potentials was sufficient to activate a persistent sodium current, initiating action potentials in single neurons that then spread through the network. Consistent with this model, enlarging the isolated cortical territory to an isolated gyrus (30 mm x 20 mm) increased the probability of initiating large-scale activity. In these larger territories, both the frequency and regularity of the slow oscillation approached that generated in intact cortex. The frequency of active periods in an analytical model of the cortical network accurately predicted the scaling observed in simulations and from recordings in cortical slabs of increasing size.\r\n\r\n'",1
"b""The burden of coronary heart disease (CHD) and stroke is considerable, representing 30% of all deaths worldwide, that is about 15 million deaths a year, of which 11 million are in developing or transitional countries.1 Commentators have pre-dicted a global epidemic of cardiovascular disease on the basis of current trends.2 One enthusiast has even stated that \x91In fact, cardiovascular disease is already the leading cause of death not only in developed countries but, as of the mid-1990s, in developing countries as well\x92,3 a statement not supported by data in the World Health Report 2000.4 Citing statistics in this way undoubtedly fuels the view that \x91something must be done\x92, promulgated by bodies such as the World Heart Federation.1 Clearly the absolute numbers of deaths should be related to the population at risk, which is substantially greater in developing countries of the world. The Global Burden of Disease study has attempted to provide a picture derived not only from mortality data but also from cardiovascular disability, some of which is consequent upon diseases other than coronary heart disease and stroke.5 This study demonstrated that while ischaemic heart disease and stroke were 5th and 6th in the 1990 league table of disability adjusted life years (DALYs), they contributed 20.4% of the DALYs in developed countries, but only 8.3% in developing countries.6 Concerns about the accuracy of international mortality data and the virtual absence of relevant incidence and disability data clearly need to be addressed urgently if the approach is to have validity.7\r\n\r\nEpidemiological studies in developing countries, although small in number, provide evidence that stroke mortality rates tend to be higher than coronary heart disease rates,8 and may be considerably higher than in developed countries,9 but both stroke prevalence10 and coronary heart disease prevalence11 are considerably lower, which may reflect more severe disease or worse health services, leading to higher case-fatality rates. The World Health Organization MONICA surveys, while dominated by developed countries, have data from China which experienced the lowest coronary heart disease event rates of any MONICA centre, but one of the highest annual relative increases among men, but not women.12 Adverse risk factor changes in Chinese men, but not women, were associated with the increased male event rate.13 Surveys of cardiovascular risk factors in developing countries tend to show lower mean levels of blood cholesterol, blood pressure and body mass index; although urban levels may be closer to those found in developed countries.10,14,15 Smoking in developing countries is of growing concern as consumption in the developed world tends to contract, but manufacturers' cigarette production and profits increase markedly.16 Of the 1.1 billion smokers worldwide, 800 million live in developing countries\x97with 300 million in China. It is to be expected that the cardiovascular disease consequences of smoking will be increasingly felt as these comparatively young smokers age.17 It has been estimated that current smoking uptake rates in China will result in 100 million deaths among the 0.3 billion men aged now under 30 years, with half of these deaths occurring in middle age.18\r\n\r\nHealth promotion for cardiovascular diseases: the evidence\r\n\r\nThe prevention of cardiovascular disease traditionally relies on the control of risk factors among individuals as a major element of any strategy. Such approaches\x97generally termed health promotion\x97are well illustrated by the Healthy Cities programme,19 the British Health of the Nation strategy,20 the Adelaide Conference21 and the Ottawa Charter.22 Epidemiological evidence strongly supports the associations between cardiovascular diseases and smoking, high serum cholesterol, high blood pressure and physical inactivity. Modification of individual life style\x97stopping smoking, reducing dietary fat intake, avoiding obesity, and taking regular exercise\x97is a logical response to the growing risks of coronary heart disease and stroke. In addition, control of blood pressure with antihypertensive drugs and cholesterol lowering with statins reduce cardiovascular disease risk.23,24 Applying this knowledge in community programmes to prevent cardiovascular diseases would appear to be the best option for both developed and developing countries.""",3
"b'Sulfatide is a glycolipid that has been associated with insulin-dependent diabetes mellitus. It is present in the islets of Langerhans and follows the same intracellular route as insulin. However, the role of sulfatide in the beta cell has been unclear. Here we present evidence suggesting that sulfatide promotes the folding of reduced proinsulin, indicating that sulfatide possesses molecular chaperone activity. Sulfatide associates with insulin by binding to the insulin domain A8\x96A10 and most likely by interacting with the hydrophobic side chains of the dimer-forming part of the insulin B-chain. Sulfatide has a dual effect on insulin. It substantially reduces deterioration of insulin hexamer crystals at pH 5.5, conferring stability comparable to those in beta cell granules. Sulfatide also mediates the conversion of insulin hexamers to the biological active monomers at neutral pH, the pH at the beta-cell surface. Finally, we report that inhibition of sulfatide synthesis with chloroquine and fumonisine B1 leads to inhibition of insulin granule formation in vivo. Our observations suggest that sulfatide plays a key role in the folding of proinsulin, in the maintenance of insulin structure, and in the monomerization process.'",2
"b'An ultrasensitive method for analysis of polysialic acid (polySia) chains, using fluorescence-assisted high-performance liquid chromotography was developed. The new method is a substantial improvement of our earlier method in which the reducing terminal Sia residues of a homologous series of oligo/polySia hydrolytically released during derivatization reaction were simultaneously labeled with a fluorogenic reagent, 1,2-diamino-4,5-methylenedioxybenzene (DMB) in situ. We first studied extensively the stability of oligo/polySia in the acid (0.02 M trifluoracetic acid) used for 1,2-diamino-4,5-methylenedioxybenzene derivatization under various conditions of reaction time and temperature, analyzing the hydrolytic products by high-performance anion exchange chromatography with pulsed electrochemical detection (HPAEC-PED). Then we optimized the reaction conditions to minimize degradation of the parent polySia while maintaining high derivatization rate. Using a DNAPac PA-100 column rather than a MonoQ column, baseline resolution of polySia peaks up to DP 90 with a detection threshold of 1.4 femtomol per resolved peak was achieved. The new method was used to analyze the degree of polymerization of a polySia-containing glycopeptide fraction derived from embryonic chicken brain, and the results were compared with those obtained by HPAEC-PED.'",2
"b'Sphingolipid activator proteins (SAPs or saposins) are essential cofactors for the lysosomal degradation of membrane-anchored sphingolipids. Four of the five known proteins of this class, SAPs A\x96D, derive from a single precursor protein and show high homology, whereas the fifth protein, GM2AP, is larger and displays a different secondary structure. Although the main function of all five proteins is assumed to lie in the activation of lipid degradation, their specificities and modes of action seem to differ considerably. It has recently been demonstrated that the action of the proteins is highly enhanced by the presence of acidic lipids in the target membranes. These results have some interesting implications for the topology of lysosomal degradation of lipids and may provide new insights into the function of these interesting proteins, which are ubiquitously expressed in the different tissues of the body.\r\n\r\nRecent studies indicated that the SAPs play an important role in the biogenesis of the epidermal water barrier, which has been demonstrated by the analysis of the skin phenotype displayed by SAP-knockout mice. The results obtained so far have led to some new insights into the formation of the epidermal water permeability barrier and may lead to a better understanding of this complex process.'",2
"b'At birth, virtually all peripheral CD8+ T cells express the CD28 co-stimulatory molecule, but healthy human adults accumulate CD28\x96CD8+ T cells that often express the CD57 marker. While these CD28\x96 subpopulations are known to exert effector-type functions, the generation, maintenance and regulation of CD28\x96 (CD57+ or CD57\x96) subpopulations remain unresolved. Here, we compared the differentiation of CD8+CD28brightCD57\x96 T cells purified from healthy adults or neonates and propagated in IL-2, alone or with IL-4. With IL-2 alone, CD8+CD28brightCD57\x96 T cell cultures yielded a prevailing CD28\x96 subpopulation. The few persisting CD28dim and the major CD28\x96 cells were characterized by similar telomere shortening at the plateau phase of cell growth. Cultures from adults donors generated four final CD8+ phenotypes: a major CD28\x96CD57+, and three minor CD28\x96CD57\x96, CD28dimCD57\x96 and CD28dimCD57dim. These four end-stage CD8+ subpopulations displayed a fairly similar representation of TCR V\xdf genes. In cultures initiated with umbilical cord blood, virtually all the original CD8+CD28bright T cells lost expression of CD28, but none acquired CD57 with IL-2 alone. IL-4 impacted on the differentiation pathways of the CD8+CD28brightCD57\x96 T cells: the addition of IL-4 led both the neonatal and the adult lymphocytes to keep their expression of CD28. Thus, CD8+CD28brightCD57\x96 T cells can give rise to four end-stage subpopulations, the balance of which is controlled by both the cytokine environment, IL-4 in particular, and the proportions of naive and memory CD8+CD28+ T cells.'",4
"b'In this study we describe the results of experiments in which a variety of totally synthetic luteinizing hormone releasing hormone (LHRH) vaccines were assembled and examined for their abilities to elicit antibody responses and induce sterility in mice. It is shown that totally synthetic vaccines consisting of a 15 residue-defined T cell epitope and the 10 residue LHRH epitope not only induced high titers of antibody but also induced sterility. This effect did not appear to correlate with antibody titer, antibody isotype or comparative antibody affinity, but may be related to the length of time for which antibodies are present to exert their influence.'",4
"b'Whether astrocytes utilize B7:CD28 co-stimulation to activate T cells mediating CNS inflammatory disease is controversial. In this report, primary astrocytes and murine astrocyte lines, generated by immortalization at two different times, day 7 or 45 of culture, were examined for their capability to express B7 co-stimulatory molecules and to participate in B7:CD28 co-stimulation. Following exposure to IFN-{gamma}, primary astrocytes and astrocyte lines up-regulated MHC class II and B7-2 (CD86) molecules. However, B7-1 (CD80) expression was not inducible on primary astrocytes examined after IFN-{gamma} stimulation beginning on day 7 or on astrocyte lines immortalized on day 7. B7-1 expression was inducible on primary astrocytes examined later and could be up-regulated on astrocyte lines immortalized later. Unlike B7-1, temporal discordant expression of other co-stimulatory/adhesion molecules was not observed. Both B7-1\x96/B7-2+ and B7-1+/B7-2+ astrocyte lines were capable of stimulating proliferation of encephalitogenic Th1 cells, utilizing B7-2 for B7:CD28 co-stimulation. However, lines derived from immortalization later (B7-1+/B7-2+) were more effective in stimulating proliferation of naive myelin basic protein-specific CD4+ T cells. Astrocyte lines that expressed both B7-1 and B7-2 also stimulated Thp cells to secrete proinflammatory Th1 cytokines, whereas lines that expressed B7-2 only stimulated Thp cells to produce a Th2 cytokine pattern. Thus, we demonstrate for the first time that individual astrocytes can differentially express B7-1 molecules, which may correlate with their ability to stimulate proinflammatory and regulatory patterns of cytokine production. These results suggest that astrocytes have potential for both promoting and down-regulating T cell responses, and that temporal differences in expression of B7 molecules should be considered when evaluating immune regulation by astrocytes.'",4
"b'Background The increased odds of stomach cancer among subjects with blood type A have been reported in epidemiological studies.\r\n\r\nAim To study the relation of family history of gastric cancer and ABO blood type with precancerous gastric lesions in a high-risk area for stomach cancer.\r\n\r\nSubjects and setting We examined 3400 adults aged 35\x9664 in a population-based gastric endoscopic screening in a county in China with one of the highest rates of stomach cancer in the world.\r\n\r\nMethods In this cross-sectional study, data on family cancer history, ABO blood type and other characteristics of the participants were obtained by interview and blood test. Responses were compared between those with the most advanced gastric lesions, dysplasia (DYS) or intestinal metaplasia (IM), versus those with chronic atrophic gastritis (CAG) or superficial gastritis (SG).\r\n\r\nResults The prevalence odds ratio (OR) for blood type A relative to other types was 1.39 (95% CI : 1.12\x961.73) for DYS and 1.28 (95% CI : 1.06\x961.53) for IM. The OR associated with parental history of stomach cancer was 1.88 (95% CI : 1.20\x962.95) for DYS, but the numbers were too small to evaluate aggregation among siblings. The combined OR associated with blood type A and a parental of history of gastric cancer was 2.61 (95% CI : 1.59\x964.30) for DYS and 1.46 (95% CI : 0.93\x962.31) for IM.\r\n\r\nConclusions The findings suggest that genetic factors play a role in developing precancerous gastric lesions.'",3
"b'We assessed time-dependent neuronal activity accompanying learning using functional magnetic resonance imaging (fMRI). An artificial grammar learning paradigm enabled us to dissociate activations associated with individual item learning from those involved in learning the underlying grammar system. We show that a localized region of right prefrontal cortex (PFC) is preferentially sensitive to individual item learning during the early stages of the experiment, while the left PFC region is sensitive to grammar learning which occurred across the entire course of the experiment. In addition to dissociating these two types of learning, we were able to characterize the effect of rule acquisition on neuronal responses associated with explicit learning of individual items. This effect was expressed as modulation of the time-dependent right PFC activations such that the early increase in activation associated with item learning was attenuated as the experiment progressed. In a further analysis we used structural equation modelling to explore time-dependent changes in inter-regional connectivity as a function of both item and grammar rule learning. Although there were no significant effects of item learning on the measured path strengths, rule learning was associated with a decrease in right fronto-parietal connectivity and an increase in connectivity between left and right PFC. Further fronto-parietal path strengths were observed to change, with an increase in left fronto-parietal and a decrease in right fronto-parietal connectivity. path strength from right PFC to left parietal cortex. We interpret our findings in terms of a left frontal system mediating the semantic analysis of study items and directly influencing a right fronto-parietal system associated with episodic memory retrieval.'",1
